order_id,order_date,customer_id,product_id,store_id,quantity,discount
1071,2025-10-27,2456,104,4,4,0.18
1072,2025-11-27,3588,105,6,2,0.15
1073,2025-03-11,1288,108,3,2,0.13
1074,2025-06-22,1692,106,3,2,0.03
1075,2025-04-09,2630,107,6,3,0.2
1076,2025-11-30,1900,105,5,3,0.08
1077,2025-06-26,3793,102,2,4,0.23
1078,2025-11-15,2526,106,4,1,0.29
1079,2025-03-20,4284,102,5,3,0.12
1080,2025-08-07,4758,108,4,4,0.23
1081,2025-09-20,4780,103,1,4,0.07
1082,2025-07-12,3013,103,2,4,0.21
1083,2025-04-07,752,103,5,1,0.14
1084,2025-07-20,1453,105,7,2,0.24
1085,2025-12-22,394,102,7,1,0.06
1086,2026-01-21,2200,106,2,1,0.07
1087,2025-09-29,1874,102,2,1,0.05
1088,2025-04-20,2630,104,1,3,0.07
1089,2026-02-03,2677,101,1,3,0.05
1090,2025-06-30,2059,108,5,2,0.19
1091,2025-04-09,2176,107,5,2,0.24
1092,2025-06-07,4208,103,6,3,0.29
1093,2025-12-05,764,103,5,4,0.15
1094,2025-12-21,588,101,7,3,0.22
1095,2025-09-29,4482,101,3,1,0.27
1096,2025-03-21,326,103,3,3,0.19
1097,2026-02-06,1635,107,5,4,0.26
1098,2026-01-02,4008,104,4,4,0.13
1099,2025-05-23,3960,108,2,3,0.06
1100,2025-10-16,1998,104,2,1,0.05
1101,2025-06-07,2232,104,7,4,0.02
1102,2025-03-12,1722,101,5,1,0.18
1103,2025-06-12,1943,108,2,2,0.23
1104,2025-12-16,2431,103,4,2,0.17
1105,2025-06-01,2555,105,1,4,0.26
1106,2025-08-25,1338,107,1,2,0.18
1107,2025-06-06,3612,104,7,2,0.0
1108,2025-07-01,2377,104,2,3,0.14
1109,2025-09-12,2769,102,4,4,0.3
1110,2025-06-24,528,101,2,1,0.19
1111,2025-03-31,1008,105,5,1,0.23
1112,2025-09-08,4928,103,4,3,0.17
1113,2026-01-11,1091,102,7,4,0.13
1114,2026-02-09,3619,103,5,1,0.04
1115,2025-08-25,274,104,5,1,0.04
1116,2025-06-12,4599,107,7,2,0.03
1117,2025-11-11,4700,103,4,1,0.1
1118,2025-05-21,4517,102,7,1,0.13
1119,2025-03-18,3549,108,2,1,0.27
1120,2025-08-01,2708,102,2,1,0.02
1121,2025-10-23,420,103,3,1,0.24
1122,2025-07-25,4560,105,1,4,0.13
1123,2025-09-16,851,103,4,1,0.01
1124,2025-05-24,4969,104,4,3,0.17
1125,2025-07-03,1620,101,2,3,0.17
1126,2025-06-07,1228,102,1,3,0.18
1127,2025-04-13,1995,108,6,4,0.24
1128,2025-07-08,1200,105,6,3,0.22
1129,2025-07-06,1485,106,6,3,0.07
1130,2025-03-15,990,106,4,3,0.04
1131,2026-02-12,4169,104,4,3,0.23
1132,2025-06-23,2843,102,7,4,0.27
1133,2025-10-03,4324,106,7,4,0.22
1134,2025-10-12,2634,105,3,4,0.16
1135,2025-05-29,1167,106,2,3,0.09
1136,2025-03-26,2877,104,5,1,0.04
1137,2026-01-04,2655,105,2,1,0.29
1138,2025-09-27,234,105,3,3,0.18
1139,2026-02-05,129,101,3,3,0.17
1140,2025-07-23,1848,102,2,2,0.22
1141,2025-10-28,1498,108,6,4,0.26
1142,2025-09-10,4541,104,5,1,0.13
1143,2025-03-13,4753,107,5,3,0.02
1144,2025-09-11,4637,108,5,2,0.09
1145,2025-06-28,2091,107,7,1,0.21
1146,2025-12-26,3705,107,3,2,0.19
1147,2025-05-14,4652,108,3,4,0.23
1148,2025-08-06,450,106,7,3,0.14
1149,2025-06-01,1779,108,1,2,0.08
1150,2025-12-18,2277,102,5,2,0.22
1151,2026-01-26,3026,104,2,2,0.11
1152,2025-07-23,4051,105,1,1,0.09
1153,2025-12-09,1915,102,2,3,0.29
1154,2025-06-28,1579,102,6,4,0.0
1155,2025-02-27,2454,107,2,1,0.19
1156,2025-08-26,1423,105,5,1,0.21
1157,2025-05-13,2390,108,5,3,0.13
1158,2025-05-25,3248,105,4,1,0.17
1159,2025-11-16,2197,106,4,3,0.12
1160,2025-05-24,2826,104,2,4,0.16
1161,2025-02-15,1608,106,1,4,0.17
1162,2025-12-19,2753,106,6,1,0.08
1163,2025-11-16,4304,107,6,4,0.01
1164,2025-07-22,2126,103,4,2,0.24
1165,2025-09-22,4672,102,5,3,0.1
1166,2025-12-01,3845,105,7,4,0.13
1167,2025-06-07,83,107,2,2,0.19
1168,2025-03-25,4410,103,5,1,0.09
1169,2025-06-19,111,105,4,3,0.09
1170,2025-10-08,4003,105,4,2,0.26
1171,2025-06-01,1342,103,1,2,0.07
1172,2025-05-17,2868,102,6,2,0.01
1173,2025-10-12,1906,105,7,3,0.19
1174,2026-01-21,50,107,5,3,0.08
1175,2025-09-26,4654,101,7,1,0.28
1176,2026-01-05,2774,104,3,2,0.2
1177,2025-10-04,2353,105,6,2,0.13
1178,2025-12-13,4688,106,3,2,0.25
1179,2025-08-27,1901,103,5,4,0.28
1180,2025-11-02,4387,102,3,3,0.3
1181,2025-05-14,4995,107,7,4,0.25
1182,2026-01-16,3455,108,2,1,0.12
1183,2025-07-28,1059,101,7,1,0.09
1184,2025-06-29,1465,107,3,4,0.26
1185,2025-03-27,3843,106,4,4,0.27
1186,2025-11-21,1700,104,2,3,0.2
1187,2025-10-07,4806,107,5,3,0.22
1188,2025-04-10,1884,102,2,3,0.09
1189,2025-09-11,1566,101,6,4,0.21
1190,2025-12-09,3152,105,3,1,0.08
1191,2026-01-17,3662,106,3,4,0.11
1192,2025-12-09,2692,101,3,2,0.27
1193,2025-05-16,2589,107,7,1,0.01
1194,2025-09-08,2741,108,7,3,0.2
1195,2025-04-19,1213,102,3,4,0.06
1196,2025-12-26,2854,107,5,4,0.27
1197,2025-03-05,2979,107,5,3,0.26
1198,2025-05-30,2604,104,1,3,0.04
1199,2025-07-01,4069,101,3,1,0.12
1200,2026-01-19,495,104,5,2,0.21
1201,2025-12-21,3105,107,1,4,0.07
1202,2025-03-26,1893,105,3,1,0.02
1203,2025-09-23,1451,104,6,3,0.29
1204,2025-07-28,4127,106,2,3,0.03
1205,2025-05-25,1850,108,5,2,0.29
1206,2025-09-26,4125,106,1,1,0.26
1207,2025-06-23,479,101,2,3,0.1
1208,2026-02-01,4649,104,1,4,0.0
1209,2025-06-30,713,106,4,2,0.29
1210,2025-11-17,1589,105,7,3,0.24
1211,2025-10-13,1923,103,4,3,0.27
1212,2025-05-07,4128,101,3,2,0.23
1213,2025-03-28,2562,101,6,1,0.25
1214,2026-02-09,1558,104,2,4,0.07
1215,2025-09-30,4969,103,7,3,0.21
1216,2025-11-17,749,107,6,3,0.17
1217,2025-12-05,2049,107,7,3,0.21
1218,2025-09-26,4796,106,7,4,0.07
1219,2025-09-21,363,101,4,1,0.14
1220,2025-02-27,790,107,5,2,0.2
1221,2025-12-05,4545,104,6,1,0.21
1222,2026-01-01,2224,103,5,3,0.16
1223,2025-10-18,3945,101,6,3,0.02
1224,2025-12-15,4358,103,4,3,0.15
1225,2025-08-16,344,103,6,4,0.29
1226,2025-07-30,821,102,6,1,0.01
1227,2025-10-23,3412,106,3,4,0.11
1228,2025-04-16,4625,101,5,3,0.03
1229,2025-07-18,2667,104,3,4,0.07
1230,2025-12-06,3637,106,2,3,0.19
1231,2026-01-08,1088,108,5,3,0.11
1232,2025-07-09,4336,106,2,2,0.06
1233,2025-07-31,1552,108,5,2,0.07
1234,2025-06-05,1166,107,5,4,0.22
1235,2025-05-18,4936,102,4,2,0.16
1236,2025-02-26,1882,101,3,3,0.28
1237,2025-03-01,2243,102,5,2,0.02
1238,2025-03-16,224,107,1,2,0.02
1239,2025-11-09,1447,106,4,1,0.14
1240,2025-03-10,1785,108,2,1,0.13
1241,2025-05-03,3665,108,1,4,0.12
1242,2025-05-14,1272,104,3,4,0.13
1243,2025-10-07,3789,101,1,4,0.07
1244,2025-12-05,3318,104,7,1,0.01
1245,2025-07-27,1568,108,3,3,0.27
1246,2026-01-19,1209,102,3,1,0.27
1247,2025-10-13,4322,105,4,3,0.26
1248,2025-08-14,1799,103,3,2,0.03
1249,2025-06-16,1612,105,7,4,0.06
1250,2025-06-22,793,106,5,1,0.23
1251,2025-03-31,3233,103,4,4,0.25
1252,2025-08-20,33,106,3,1,0.21
1253,2025-05-22,842,105,4,4,0.24
1254,2025-11-21,3591,105,2,2,0.26
1255,2025-02-16,2674,102,4,1,0.13
1256,2025-11-27,3685,101,1,3,0.28
1257,2025-08-24,3347,104,5,4,0.05
1258,2025-02-16,2192,106,6,3,0.27
1259,2025-11-24,4197,107,7,2,0.18
1260,2025-11-20,640,106,3,4,0.01
1261,2025-05-18,4065,103,3,3,0.08
1262,2025-08-21,1773,106,2,4,0.14
1263,2025-09-10,2050,103,6,3,0.24
1264,2025-11-24,3366,107,5,4,0.28
1265,2026-01-31,1515,105,6,4,0.04
1266,2025-03-11,2456,102,5,1,0.27
1267,2025-09-02,2433,104,3,3,0.02
1268,2025-04-23,1845,107,6,1,0.14
1269,2025-09-01,107,107,5,3,0.06
1270,2026-01-18,2802,105,2,2,0.1
1271,2025-06-18,2451,104,7,2,0.12
1272,2025-06-30,3772,108,1,2,0.04
1273,2025-05-17,1157,101,3,4,0.16
1274,2025-04-14,4694,102,6,1,0.26
1275,2026-01-05,2742,108,6,4,0.12
1276,2025-04-14,1603,104,1,1,0.06
1277,2025-03-28,3729,106,5,1,0.24
1278,2025-07-21,135,108,4,3,0.0
1279,2025-05-22,3571,107,4,4,0.09
1280,2025-05-10,1886,107,1,3,0.04
1281,2025-02-16,824,103,4,1,0.24
1282,2025-03-10,2775,103,3,4,0.13
1283,2025-06-19,183,102,4,2,0.14
1284,2025-12-19,3049,107,1,3,0.27
1285,2025-12-08,1172,104,2,1,0.25
1286,2025-03-06,4740,102,7,4,0.06
1287,2025-03-31,971,102,2,1,0.11
1288,2025-08-08,2549,104,5,1,0.11
1289,2025-05-17,3613,101,5,3,0.12
1290,2025-08-03,3267,108,6,2,0.02
1291,2025-04-12,4880,102,2,1,0.2
1292,2025-03-30,811,108,3,2,0.15
1293,2025-10-13,1684,101,5,2,0.1
1294,2025-11-25,2856,108,1,4,0.19
1295,2025-05-25,3261,108,2,4,0.21
1296,2025-12-14,2032,103,7,2,0.13
1297,2025-02-18,2143,105,7,1,0.08
1298,2025-06-28,3072,102,3,1,0.1
1299,2025-11-03,341,102,2,3,0.02
1300,2025-11-23,3762,102,3,4,0.13
1301,2025-10-18,147,101,1,3,0.22
1302,2025-12-14,2820,106,3,3,0.01
1303,2025-12-23,3328,102,6,4,0.18
1304,2025-11-28,4432,101,5,2,0.26
1305,2025-04-18,3287,102,6,3,0.06
1306,2025-05-21,3173,103,4,4,0.05
1307,2026-01-22,2158,104,2,3,0.06
1308,2025-11-08,4640,106,7,3,0.17
1309,2026-02-03,118,105,1,1,0.3
1310,2025-07-10,3438,105,2,3,0.04
1311,2025-10-31,4041,104,4,4,0.13
1312,2025-04-11,2638,104,7,2,0.1
1313,2025-08-23,1681,102,2,1,0.1
1314,2025-09-26,4623,103,1,3,0.08
1315,2025-12-30,2770,105,5,3,0.3
1316,2025-05-28,3528,105,3,3,0.04
1317,2025-06-11,4546,101,2,3,0.05
1318,2025-04-22,3718,104,4,2,0.26
1319,2025-07-01,82,107,5,2,0.18
1320,2025-04-13,385,105,4,2,0.05
1321,2026-01-09,4859,102,7,4,0.12
1322,2025-04-06,537,103,7,1,0.1
1323,2025-03-29,4208,105,3,3,0.12
1324,2025-07-28,257,108,5,3,0.2
1325,2025-04-27,4499,106,1,1,0.13
1326,2025-05-22,4154,102,1,4,0.26
1327,2025-10-05,723,105,5,1,0.27
1328,2026-01-01,4662,102,5,4,0.04
1329,2026-01-15,3232,105,2,4,0.18
1330,2025-06-03,4894,106,1,2,0.12
1331,2025-03-24,2030,106,3,1,0.22
1332,2026-02-10,1529,105,6,1,0.25
1333,2025-09-30,3169,103,5,2,0.11
1334,2025-04-28,4977,104,5,3,0.11
1335,2025-04-11,4154,104,6,1,0.12
1336,2025-06-23,3711,101,3,4,0.23
1337,2025-12-10,798,105,3,2,0.11
1338,2025-08-27,4967,104,6,3,0.06
1339,2025-02-14,3704,104,1,2,0.22
1340,2025-05-10,2282,102,5,3,0.13
1341,2025-09-16,3547,106,6,2,0.18
1342,2026-01-17,1993,101,3,1,0.19
1343,2025-07-04,440,107,6,3,0.29
1344,2025-02-15,2481,103,4,2,0.03
1345,2025-06-21,4339,104,4,4,0.24
1346,2026-01-21,1881,107,7,3,0.07
1347,2025-12-17,625,103,6,4,0.07
1348,2025-11-08,1486,102,3,2,0.29
1349,2025-12-03,2099,102,1,3,0.18
1350,2025-09-03,1346,104,2,4,0.25
1351,2026-01-04,1076,105,7,2,0.27
1352,2025-05-03,3383,103,7,3,0.16
1353,2025-10-04,2091,107,3,3,0.3
1354,2025-04-17,2468,108,1,4,0.18
1355,2025-11-05,1319,105,5,2,0.25
1356,2025-09-29,4343,101,1,4,0.03
1357,2026-01-31,1391,101,3,1,0.14
1358,2025-07-21,1373,103,1,1,0.13
1359,2025-05-20,290,104,5,2,0.23
1360,2026-01-28,4400,101,3,4,0.07
1361,2025-06-14,208,101,3,3,0.13
1362,2025-04-02,1269,108,4,2,0.11
1363,2025-09-20,4388,102,2,4,0.01
1364,2025-06-27,533,105,1,2,0.02
1365,2025-10-22,4134,106,4,2,0.08
1366,2025-08-28,4847,102,5,3,0.2
1367,2025-03-22,1190,105,3,3,0.24
1368,2025-08-30,4812,101,4,4,0.08
1369,2026-02-07,4007,106,3,3,0.14
1370,2025-12-27,905,102,2,4,0.06
1371,2026-02-04,3456,102,2,1,0.17
1372,2025-10-02,1244,105,6,1,0.11
1373,2025-06-28,4597,104,2,2,0.06
1374,2025-04-23,3675,104,5,3,0.26
1375,2025-11-22,4158,108,6,3,0.18
1376,2025-09-29,1005,107,5,2,0.29
1377,2025-05-06,1671,102,7,4,0.02
1378,2025-11-16,3159,102,2,2,0.23
1379,2025-05-09,431,106,5,1,0.01
1380,2025-12-06,261,107,2,2,0.13
1381,2025-06-02,2543,107,4,4,0.18
1382,2025-11-16,2958,103,4,3,0.05
1383,2026-01-20,981,102,6,1,0.21
1384,2025-06-16,4571,107,2,4,0.21
1385,2025-09-21,2178,108,7,3,0.05
1386,2026-01-30,4978,104,4,3,0.01
1387,2026-02-07,4412,102,2,4,0.26
1388,2025-04-27,4754,107,7,2,0.03
1389,2025-08-20,1544,105,2,2,0.11
1390,2026-01-03,453,107,7,2,0.28
1391,2025-11-05,3433,101,5,4,0.02
1392,2025-06-22,3908,101,4,3,0.17
1393,2025-03-01,2486,102,1,3,0.08
1394,2025-11-06,3769,105,3,4,0.3
1395,2025-05-12,4665,101,4,1,0.14
1396,2025-06-11,169,104,6,2,0.21
1397,2025-03-20,701,107,2,2,0.17
1398,2025-06-07,791,104,5,4,0.22
1399,2025-10-16,2492,103,6,3,0.2
1400,2025-06-21,832,106,5,1,0.04
1401,2025-03-26,4355,105,3,1,0.21
1402,2025-07-01,3029,108,2,3,0.04
1403,2025-10-17,1348,102,7,4,0.13
1404,2025-04-12,2338,102,2,4,0.04
1405,2026-01-27,4074,104,3,3,0.07
1406,2026-02-14,1918,104,5,2,0.09
1407,2025-11-05,4921,103,4,2,0.24
1408,2025-04-05,4793,104,5,3,0.29
1409,2025-12-23,1492,105,2,3,0.23
1410,2025-05-25,1406,102,7,4,0.07
1411,2025-11-06,1966,103,1,4,0.16
1412,2025-12-27,1764,104,4,4,0.01
1413,2025-03-08,1974,101,1,4,0.24
1414,2025-10-12,1993,105,2,4,0.01
1415,2025-11-21,1062,108,4,3,0.17
1416,2025-09-12,956,106,7,4,0.15
1417,2025-02-26,4868,102,5,4,0.07
1418,2025-11-16,2315,106,6,3,0.1
1419,2025-05-09,3923,108,1,2,0.1
1420,2025-08-17,711,107,3,2,0.03
1421,2025-03-26,1651,107,1,4,0.24
1422,2025-08-22,2949,105,5,2,0.26
1423,2025-08-18,2926,107,1,3,0.21
1424,2025-11-21,4374,101,4,2,0.2
1425,2025-09-23,103,103,3,2,0.13
1426,2025-04-05,3215,103,2,3,0.01
1427,2025-03-15,4107,105,5,1,0.3
1428,2025-10-09,3813,103,3,4,0.02
1429,2025-07-28,3053,105,7,4,0.08
1430,2025-11-10,2122,105,6,3,0.18
1431,2025-12-21,4169,103,6,4,0.07
1432,2025-12-27,485,102,4,1,0.24
1433,2025-06-12,4823,108,3,3,0.29
1434,2025-07-16,2669,102,2,3,0.04
1435,2025-05-31,2452,102,5,3,0.08
1436,2025-08-25,2496,103,4,4,0.06
1437,2025-04-03,1936,101,2,1,0.23
1438,2025-02-22,3033,104,2,3,0.16
1439,2025-06-19,1679,104,7,4,0.19
1440,2025-11-19,519,102,7,4,0.1
1441,2025-03-31,1867,105,7,3,0.18
1442,2025-07-03,1362,102,7,2,0.24
1443,2025-05-18,3333,103,4,3,0.11
1444,2025-02-22,2383,101,3,1,0.01
1445,2025-06-13,2234,101,5,3,0.12
1446,2025-02-25,2778,108,5,3,0.06
1447,2025-06-16,1283,101,2,1,0.01
1448,2025-08-04,4292,106,5,3,0.01
1449,2025-10-12,555,103,5,3,0.3
1450,2025-04-10,1784,107,4,2,0.18
1451,2025-06-16,3380,103,4,2,0.25
1452,2026-01-10,1157,106,7,3,0.18
1453,2026-01-26,3802,103,5,2,0.26
1454,2026-01-14,1251,108,6,4,0.19
1455,2026-01-15,3493,106,1,2,0.06
1456,2025-08-03,4318,106,7,2,0.16
1457,2025-04-24,2968,106,2,4,0.21
1458,2026-02-09,1334,105,7,4,0.06
1459,2025-11-06,3743,103,7,1,0.06
1460,2025-03-23,1190,108,7,3,0.25
1461,2025-05-28,1552,108,2,2,0.2
1462,2025-02-14,1080,102,7,2,0.14
1463,2025-12-27,1133,105,7,4,0.01
1464,2025-08-07,3268,104,7,2,0.12
1465,2025-05-05,59,108,3,2,0.23
1466,2026-02-06,1134,102,1,3,0.29
1467,2025-03-10,3888,106,2,2,0.22
1468,2025-05-02,4161,106,7,2,0.15
1469,2026-01-11,66,102,3,1,0.15
1470,2025-02-23,2183,105,2,4,0.14
1471,2026-01-31,2468,102,4,4,0.11
1472,2025-03-30,2859,105,6,4,0.11
1473,2026-02-08,4130,102,3,2,0.27
1474,2025-05-20,1180,102,6,4,0.17
1475,2025-06-01,1467,104,2,3,0.09
1476,2025-12-17,4562,105,1,3,0.07
1477,2025-09-20,1704,101,5,1,0.05
1478,2025-08-30,966,102,4,2,0.02
1479,2025-09-21,80,108,6,1,0.2
1480,2025-08-13,2229,105,5,3,0.24
1481,2025-04-17,49,107,6,1,0.3
1482,2025-06-29,2204,108,3,1,0.14
1483,2025-02-22,1372,104,6,2,0.28
1484,2025-11-20,3807,104,5,4,0.23
1485,2025-10-12,2510,107,3,3,0.01
1486,2025-11-08,3252,107,2,1,0.16
1487,2025-11-20,1011,101,7,3,0.19
1488,2025-05-26,3841,102,3,1,0.14
1489,2025-11-10,3754,103,7,3,0.27
1490,2025-04-26,353,102,2,3,0.07
1491,2025-09-16,3758,105,5,1,0.21
1492,2025-09-12,98,106,5,2,0.12
1493,2025-05-07,4210,103,5,4,0.19
1494,2025-12-15,4036,107,5,3,0.01
1495,2025-11-19,3295,106,6,3,0.21
1496,2025-05-04,3513,107,5,4,0.1
1497,2025-08-14,4461,106,7,2,0.14
1498,2025-05-09,3623,102,2,2,0.05
1499,2025-04-01,1344,101,4,1,0.0
1500,2025-02-25,2694,104,2,3,0.2
1501,2025-05-07,1039,102,6,2,0.07
1502,2025-11-04,4894,106,7,4,0.1
1503,2025-06-12,1659,107,3,3,0.24
1504,2025-11-11,1110,103,1,3,0.29
1505,2026-02-01,4734,106,2,3,0.12
1506,2025-04-07,3388,101,6,2,0.13
1507,2025-08-11,4475,105,1,3,0.3
1508,2025-10-14,1907,102,1,3,0.26
1509,2025-06-10,1968,102,2,2,0.15
1510,2025-07-09,3518,105,1,2,0.29
1511,2025-05-23,1775,102,3,2,0.25
1512,2025-08-30,1762,104,5,2,0.09
1513,2025-03-05,4371,108,1,1,0.3
1514,2025-05-28,30,106,7,4,0.03
1515,2025-03-05,830,102,2,3,0.04
1516,2025-04-04,1570,102,1,2,0.29
1517,2025-09-14,1254,103,7,4,0.18
1518,2025-05-10,779,102,7,1,0.24
1519,2025-10-10,962,101,6,1,0.0
1520,2025-12-01,4756,103,7,4,0.05
1521,2025-06-18,4205,107,6,3,0.01
1522,2025-04-26,3114,101,5,3,0.25
1523,2025-04-05,1463,108,1,2,0.21
1524,2025-09-26,276,105,3,4,0.09
1525,2025-03-12,4471,101,2,2,0.04
1526,2025-08-19,3515,101,4,3,0.03
1527,2025-05-20,1263,108,5,4,0.29
1528,2025-09-25,2022,108,7,1,0.2
1529,2025-03-15,15,103,5,2,0.26
1530,2025-10-16,3729,101,7,2,0.14
1531,2025-03-10,1270,107,6,3,0.2
1532,2025-03-04,2056,106,5,4,0.1
1533,2025-12-28,2887,103,6,2,0.07
1534,2025-09-13,2464,106,4,3,0.07
1535,2025-10-06,4178,105,3,4,0.22
1536,2025-04-27,3589,102,3,1,0.06
1537,2025-02-18,4293,105,3,4,0.02
1538,2025-04-21,3612,102,7,1,0.12
1539,2026-01-04,4334,108,3,2,0.29
1540,2025-08-28,4884,101,2,3,0.0
1541,2026-02-02,800,106,3,2,0.05
1542,2025-03-23,4613,105,7,1,0.21
1543,2025-08-11,4869,106,4,1,0.09
1544,2025-12-09,3336,104,5,4,0.04
1545,2025-08-18,1097,102,2,1,0.15
1546,2025-12-21,4496,107,5,3,0.2
1547,2026-02-07,1469,102,2,2,0.08
1548,2025-02-28,2408,107,7,1,0.12
1549,2026-01-03,522,104,1,4,0.1
1550,2025-04-04,4303,103,1,1,0.05
1551,2025-09-07,4514,107,3,3,0.04
1552,2025-03-07,4929,103,7,4,0.22
1553,2025-04-19,273,103,6,4,0.04
1554,2025-10-01,4139,107,7,2,0.17
1555,2025-04-13,2705,106,2,2,0.25
1556,2025-09-24,3163,107,1,2,0.1
1557,2026-01-22,3741,101,4,1,0.06
1558,2025-06-09,2753,105,6,1,0.02
1559,2025-07-19,4137,107,7,3,0.29
1560,2025-03-15,740,107,6,4,0.04
1561,2025-08-27,2548,102,2,1,0.04
1562,2025-10-24,1127,103,2,4,0.06
1563,2025-06-28,2335,105,7,2,0.17
1564,2025-06-16,2072,105,6,2,0.29
1565,2025-12-02,491,101,7,4,0.08
1566,2025-08-15,1901,102,1,2,0.1
1567,2025-02-26,4032,107,4,3,0.11
1568,2026-02-08,1737,106,5,1,0.28
1569,2025-05-29,3470,104,1,2,0.19
1570,2025-09-19,3724,103,6,3,0.03
1571,2026-02-14,1138,101,1,2,0.14
1572,2025-09-14,1196,106,5,3,0.24
1573,2025-11-04,4588,103,1,4,0.23
1574,2025-07-24,229,103,6,4,0.23
1575,2026-02-08,3182,103,6,2,0.03
1576,2025-08-21,3511,104,7,2,0.2
1577,2025-09-06,4483,103,2,3,0.28
1578,2025-05-27,4826,101,4,3,0.03
1579,2025-06-01,3556,105,6,4,0.25
1580,2025-09-05,4855,101,2,2,0.22
1581,2025-09-15,2388,106,6,1,0.04
1582,2026-01-11,4941,105,5,2,0.16
1583,2025-09-02,108,107,3,2,0.07
1584,2025-04-10,1678,106,1,1,0.27
1585,2025-10-15,3942,101,2,3,0.02
1586,2025-12-24,1858,102,1,3,0.21
1587,2026-01-14,282,108,5,1,0.22
1588,2025-10-07,45,103,7,4,0.04
1589,2025-11-25,1513,104,2,1,0.23
1590,2025-11-18,1381,104,6,2,0.08
1591,2025-08-16,2101,107,1,3,0.22
1592,2026-01-07,4132,107,6,2,0.08
1593,2025-11-03,2340,102,6,4,0.25
1594,2025-05-07,4886,101,1,4,0.17
1595,2025-10-01,173,105,7,4,0.03
1596,2025-04-25,3431,106,7,4,0.08
1597,2026-01-14,4935,104,6,1,0.14
1598,2025-12-01,1021,106,2,3,0.0
1599,2025-10-03,1399,103,5,1,0.01
1600,2025-12-27,2836,106,3,2,0.12
1601,2026-01-03,3381,102,6,1,0.04
1602,2025-05-01,4354,106,2,2,0.19
1603,2025-10-31,4673,101,3,1,0.2
1604,2025-07-25,3256,102,1,4,0.18
1605,2025-09-03,1821,108,5,3,0.17
1606,2025-09-21,2215,105,4,3,0.16
1607,2025-04-26,346,105,5,4,0.09
1608,2025-11-01,3795,103,1,4,0.11
1609,2025-12-10,4468,101,4,3,0.02
1610,2025-09-20,2251,104,2,3,0.2
